CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
41316105,MAGNA BAR & RESTAURANT,Queens,3525,FARRINGTON STREET,11354.0,7184453352,Italian,03/14/2018,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,9.0,A,03/14/2018,09/18/2019,Cycle Inspection / Initial Inspection,40.764074232742,-73.83161415662501,407.0,20.0,86900.0,4000000.0,4049590037.0,QN22
50034542,LA GATA GOLOSA BAKERY / YOGURTBERRY,Queens,8120,ROOSEVELT AVE,11372.0,7183007000,Spanish,03/07/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,40.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.747547639492,-73.884582774644,404.0,25.0,26901.0,4036868.0,4014920010.0,QN29
40398689,CAFFEE EXPRESS,Queens,2551,STEINWAY STREET,11103.0,7182745980,Café/Coffee/Tea,06/11/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9.0,A,06/11/2019,09/18/2019,Cycle Inspection / Re-inspection,40.76753733888,-73.91201027893699,401.0,22.0,14300.0,4011382.0,4006840025.0,QN70
50059684,ASHOKA,Manhattan,489,COLUMBUS AVE,10024.0,2128751400,Indian,12/26/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,20.0,B,12/26/2017,09/18/2019,Cycle Inspection / Re-inspection,40.784868158785,-73.973339442992,107.0,6.0,16900.0,1031246.0,1011970064.0,MN12
50050347,LATIN FUSION,Bronx,789,ALLERTON AVE,10467.0,7186542067,Spanish,09/21/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,24.0,,,09/18/2019,Pre-permit (Operational) / Initial Inspection,40.865502564094,-73.863935382424,211.0,13.0,34000.0,2098226.0,2045120060.0,BX07
40988528,LA STRADA PIZZERIA RESTAURANT,Brooklyn,5023,10 AVENUE,11219.0,7186868057,Pizza/Italian,04/16/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,48.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.638270419876,-73.999477549065,312.0,44.0,11400.0,3137927.0,3056460001.0,BK88
41084277,EAT A BAGEL (On the Guy V. Molinari Ferry),Manhattan,0,WHITEHALL FERRY TERMINAL,10004.0,7182738400,Bagels/Pretzels,06/20/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12.0,A,06/20/2019,09/18/2019,Cycle Inspection / Initial Inspection,40.700960374253995,-74.013134913601,101.0,1.0,900.0,1000000.0,1000020001.0,MN25
41669112,LA VIE EN SZECHUAN RESTAURANT,Manhattan,14,EAST   33 STREET,10016.0,2126832779,Chinese,01/03/2018,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,N,,,,09/18/2019,Administrative Miscellaneous / Initial Inspection,40.747420709850005,-73.984250166855,105.0,4.0,7400.0,1017030.0,1008627502.0,MN17
50036750,BAR 9,Manhattan,807,9TH AVE,10019.0,2123999336,American,01/25/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,31.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.765673744394,-73.987361288746,104.0,3.0,13300.0,1026767.0,1010630032.0,MN15
41716268,KENNEDY FRIED CHICKEN,Bronx,3042,3 AVENUE,10451.0,9173764215,Chicken,08/02/2016,No violations were recorded at the time of this inspection.,,,,0.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.820278445382,-73.912948302332,201.0,17.0,7100.0,2001183.0,2023640001.0,BX34
41630561,ANDIAMO CAFE,Manhattan,1326,SAINT NICHOLAS AVENUE,10033.0,2125108214,Spanish,06/11/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,11.0,A,06/11/2018,09/18/2019,Cycle Inspection / Re-inspection,40.846332883836006,-73.935894585556,112.0,10.0,26100.0,1063226.0,1021330030.0,MN36
50064538,LA ABUDNANICA RESTAURANT & BAKERY,Queens,3701,JUNCTION BLVD,11368.0,7185939445,Spanish,06/15/2017,Violations were cited in the following area(s).,05C,Food contact surface improperly constructed or located. Unacceptable material used.,Y,63.0,,,09/18/2019,Pre-permit (Operational) / Initial Inspection,40.751251943765,-73.870659071977,403.0,21.0,37500.0,4043836.0,4017590001.0,QN26
50058068,SMOKEY ISLAND GRILLE,Brooklyn,424,SUTTER AVE,11212.0,3477708021,Caribbean,04/23/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Y,73.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.66813410695,-73.903429281082,316.0,42.0,91000.0,3084230.0,3037630021.0,BK81
50017309,BREAD & BUTTER,Manhattan,419,PARK AVE S,10016.0,2126830444,Delicatessen,07/06/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,22.0,B,07/06/2018,09/18/2019,Cycle Inspection / Re-inspection,40.743792060616,-73.983720528685,105.0,2.0,7200.0,1018236.0,1008840084.0,MN20
41343720,LA MINITA RESTAURANT,Manhattan,3855,10 AVENUE,10034.0,2125690777,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",02/01/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9.0,A,02/01/2018,09/18/2019,Cycle Inspection / Initial Inspection,40.863968295082,-73.919272049641,112.0,10.0,29900.0,1064508.0,1022030001.0,MN01
41523649,OUR PLACE CHINA CHALET,Manhattan,242,EAST   79 STREET,10075.0,2122884888,Chinese,04/10/2017,Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,41.0,,,09/18/2019,Cycle Inspection / Reopening Inspection,40.773842746802,-73.956291606474,108.0,4.0,13400.0,1080461.0,1014330029.0,MN31
50032887,PARADA 47 MEXICAN RESTAURANT,Manhattan,526,W 47TH ST,10036.0,2127573737,Mexican,02/06/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9.0,A,02/06/2017,09/18/2019,Cycle Inspection / Initial Inspection,40.763269891445,-73.994303580772,104.0,3.0,12900.0,1026975.0,1010750045.0,MN15
50080423,POLLERIA AZOGUENITA,Queens,9123,37TH AVE,11372.0,7186511209,Spanish,08/22/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7.0,A,08/22/2018,09/18/2019,Pre-permit (Operational) / Re-inspection,40.750659112367,-73.875658991496,403.0,25.0,27500.0,4036040.0,4014650037.0,QN28
50000795,RISOTTERIA MELOTTI,Manhattan,309,EAST 5 STREET,10003.0,6467558939,Italian,03/12/2018,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,7.0,A,03/12/2018,09/18/2019,Cycle Inspection / Initial Inspection,40.726571986790006,-73.98848718295599,103.0,2.0,3800.0,1006258.0,1004470053.0,MN22
41437865,HENRY PUBLIC,Brooklyn,329,HENRY STREET,11201.0,7188528630,American,11/15/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,14.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.690363504032,-73.996408487991,306.0,39.0,4500.0,3002941.0,3002850003.0,BK33
50034653,KAI FAN ASIAN CUISINE,Bronx,3717,RIVERDALE AVE,10463.0,3472758056,Jewish/Kosher,03/14/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,11.0,A,03/14/2018,09/18/2019,Cycle Inspection / Initial Inspection,40.887267360678,-73.907153156051,208.0,11.0,29500.0,2103645.0,2057960158.0,BX29
41269387,DUNKIN',Manhattan,265,WEST   37 STREET,10018.0,2123028080,Donuts,03/23/2018,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,7.0,A,03/23/2018,09/18/2019,Cycle Inspection / Re-inspection,40.753621849183,-73.990958519981,105.0,3.0,10900.0,1014453.0,1007870001.0,MN17
50068543,DYNASTY TASTE LAM,Bronx,539A,E TREMONT AVE,10457.0,7182991335,Chinese,10/02/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,41.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.846594459293,-73.89579574498299,206.0,15.0,37504.0,2011825.0,2030600028.0,BX17
50015534,MANGIA FRESH KITCHEN,Staten Island,20,JEFFERSON BLVD,10312.0,7183564400,Italian,04/03/2018,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,N,,,,09/18/2019,Administrative Miscellaneous / Initial Inspection,40.541046144751,-74.17793168121,503.0,51.0,17005.0,5157945.0,5062570015.0,SI01
41634004,MORNING STAR RESTAURANT,Manhattan,879,9 AVENUE,10019.0,2122461593,American,10/06/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10.0,A,10/06/2017,09/18/2019,Cycle Inspection / Re-inspection,40.768017565486005,-73.985649628061,104.0,3.0,13900.0,1076210.0,1010670032.0,MN15
50003918,NEW APOLO RESTAURANT,Brooklyn,508,GRAND ST,11211.0,7183871773,Chinese/Cuban,07/01/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,54.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.710985387646,-73.950648262141,301.0,34.0,51300.0,3069497.0,3027850008.0,BK73
50074075,KOTEN'S CARRIBEAN & AMERICAN RESTAURANT,Staten Island,537,PORT RICHMOND AVE,10302.0,9293641273,Caribbean,08/14/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,63.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.629807292028,-74.14039898144901,501.0,49.0,24700.0,5025023.0,5010560019.0,SI28
40401934,BROOKLYN DINER,Manhattan,888,7 AVENUE,10106.0,2129772280,American,04/12/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,7.0,A,04/12/2019,09/18/2019,Cycle Inspection / Initial Inspection,40.76500853812,-73.980415789365,105.0,4.0,13700.0,1024895.0,1010280029.0,MN17
50090719,ELA TAVERNA,Brooklyn,98,BERRY ST,11249.0,7185991911,Greek,05/23/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,33.0,C,05/23/2019,09/18/2019,Pre-permit (Operational) / Re-inspection,40.719104784575,-73.958513785716,301.0,33.0,55700.0,3324819.0,3023180017.0,BK73
50002024,AZIZA 7 CAFE,Brooklyn,2113,AVENUE Z,11235.0,7189340717,Middle Eastern,07/19/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12.0,A,07/19/2017,09/18/2019,Cycle Inspection / Initial Inspection,40.588654894529,-73.948092704802,315.0,48.0,59401.0,3204450.0,3074410335.0,BK17
50018318,MCDONALD'S,Queens,8814,SPRINGFIELD BLVD,11427.0,7182171585,Hamburgers,09/21/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7.0,A,09/21/2016,09/18/2019,Cycle Inspection / Initial Inspection,40.72954037791,-73.744418821868,413.0,23.0,55200.0,4228862.0,4106790039.0,QN34
41420952,LA CASA DE LOS ANOJITOS,Queens,8108,37 AVENUE,11372.0,7187792949,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/10/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,36.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.749656081655004,-73.885044689341,403.0,21.0,28300.0,4030035.0,4012920104.0,QN28
50079289,OPA TAVERNA,Queens,2844,31ST ST,11102.0,7187283638,Greek,10/04/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,13.0,A,10/04/2018,09/18/2019,Pre-permit (Operational) / Initial Inspection,40.767530067571,-73.920873161598,401.0,22.0,7100.0,4007693.0,4005950031.0,QN71
50079228,QUICKLY,Queens,8306,BROADWAY,11373.0,7188033668,Chinese,08/09/2018,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,28.0,,,09/18/2019,Pre-permit (Operational) / Initial Inspection,40.740905866742004,-73.879780338769,404.0,25.0,48500.0,4314481.0,4015440130.0,QN50
50058897,PAPA JOHNS PIZZA,Queens,4901,BEACH CHANNEL DR,11691.0,7189457272,Pizza,12/28/2017,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,11.0,A,12/28/2017,09/18/2019,Cycle Inspection / Re-inspection,40.595358567807004,-73.78008539824799,414.0,31.0,97204.0,4529231.0,4158410050.0,QN12
50013673,THANYA THAI CUISINE,Queens,3347,FRANCIS LEWIS BLVD,11358.0,7183210506,Thai,07/30/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,26.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.766417966691,-73.78982877622501,411.0,19.0,109900.0,4135001.0,4060740034.0,QN46
50000989,ESTELA,Manhattan,47,E HOUSTON STREET,10012.0,2122197693,American,03/26/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,10.0,A,03/26/2019,09/18/2019,Cycle Inspection / Initial Inspection,40.724821275802995,-73.994584681095,102.0,1.0,4300.0,1007919.0,1005090021.0,MN24
50003701,MILLER'S ALE HOUSE,Staten Island,2883,RICHMOND AVENUE,10314.0,7184470112,American,07/20/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,17.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.57592016823,-74.169792335024,502.0,51.0,27702.0,5000000.0,5024600098.0,SI24
41219569,SUTEISHI,Manhattan,24,PECK SLIP,10038.0,2127662344,Japanese,11/28/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,13.0,A,11/28/2018,09/18/2019,Cycle Inspection / Re-inspection,40.708017918167,-74.00178901964401,101.0,1.0,1501.0,1087577.0,1000970032.0,MN25
50075375,ATOMIC WINGS,Manhattan,2090,FREDERICK DOUGLASS BLVD,10026.0,2126662904,American,06/28/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,26.0,Z,06/28/2019,09/18/2019,Cycle Inspection / Re-inspection,40.802572216296,-73.956698889473,110.0,9.0,21600.0,1055134.0,1018290001.0,MN11
41445748,GRAND CAFE (Metropolitan Hospital),Manhattan,1901,2 AVENUE,10029.0,2124237519,American,01/19/2018,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,37.0,C,01/19/2018,09/18/2019,Cycle Inspection / Re-inspection,40.785424088487,-73.94624510402,111.0,8.0,15602.0,,1.0,MN33
41421031,LANO'S COFFEE SHOP & RESTAURANT,Brooklyn,107,3 AVENUE,11217.0,7183463617,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",01/21/2016,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Y,19.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.682929345516,-73.982300442289,302.0,33.0,12700.0,3005982.0,3003890002.0,BK38
50044460,MOROCHO BAKERY,Queens,11126,ROOSEVELT AVE,11368.0,7188039954,Bakery,05/16/2018,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Y,18.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.751689362125,-73.855401824147,404.0,21.0,39900.0,4463937.0,4020130112.0,QN25
41262792,POPEYES,Manhattan,601,WEST  172 STREET,10032.0,2127811570,Chicken,07/13/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9.0,A,07/13/2017,09/18/2019,Cycle Inspection / Initial Inspection,40.843570162929,-73.938134493379,112.0,10.0,25300.0,1063468.0,1021410048.0,MN36
50001495,BAMBOO SUSHI,Manhattan,1280,1ST AVENUE,10065.0,2123961919,Japanese,05/24/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,20.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.765677563319,-73.95753522582599,108.0,5.0,11600.0,1045579.0,1014630047.0,MN31
50005709,"EMPLOYEE CAFETERIA, SOCIAL SECURITY ADMINISTRATION OFFICE",Queens,155-10,JAMAICA AVE,11432.0,7185573724,American,04/27/2017,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Y,12.0,A,04/27/2017,09/18/2019,Cycle Inspection / Re-inspection,40.703118600102,-73.800913942737,412.0,27.0,24000.0,4451048.0,4100970020.0,QN61
50042177,ABDULLAH SWEETS AND RESTAURANT,Brooklyn,91,CHURCH AVE,11218.0,7187665381,Bangladeshi,10/04/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,25.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.642619130984,-73.979868107789,312.0,39.0,49600.0,3124487.0,3053320066.0,BK41
50016328,SWEET DREAM BAKERY,Brooklyn,4612,7TH AVE,11220.0,7188511976,Bakery,03/02/2016,Establishment re-opened by DOHMH,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,10.0,,,09/18/2019,Cycle Inspection / Reopening Inspection,40.644555910101,-74.003725967949,307.0,38.0,9600.0,3011993.0,3007580042.0,BK34
41439621,HAMPTON INN,Manhattan,320,PEARL STREET,10038.0,2125714400,American,01/03/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,11.0,A,01/03/2018,09/18/2019,Cycle Inspection / Initial Inspection,40.709014261088,-74.00227237759499,101.0,1.0,1501.0,1087430.0,1001060017.0,MN25
50037084,PARM RESTAURANT,Manhattan,250,VESEY ST,10281.0,2127764927,Italian,09/18/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,49.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.714521963959,-74.015677098865,101.0,1.0,31703.0,1000060.0,1000160150.0,MN25
41299007,JIVAMUKTEA CAFE,Manhattan,841,BROADWAY,10003.0,2123530214,Vegetarian,07/13/2017,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Y,40.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.734235588132,-73.990896210912,102.0,2.0,6100.0,1080132.0,1005650015.0,MN23
40399672,BAGELS & CREAM CAFE,Queens,8002,SURREY PLACE,11432.0,7189692640,Bakery,01/31/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,11.0,A,01/31/2017,09/18/2019,Cycle Inspection / Re-inspection,40.726357353477,-73.789446892002,408.0,24.0,127700.0,4155424.0,4072270036.0,QN06
50046848,POTATO CORNER,Queens,9015,QUEENS BLVD,11373.0,6466430589,American,10/19/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,11.0,A,10/19/2016,09/18/2019,Cycle Inspection / Initial Inspection,40.733840182011,-73.871577033806,404.0,25.0,68300.0,4045999.0,4018600100.0,QN29
50069734,PRINCE KABAB & CHINESE RESTAURANT,Queens,3756,74TH ST,11372.0,3479721965,Indian,10/12/2017,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Y,18.0,,,09/18/2019,Pre-permit (Operational) / Initial Inspection,40.747623098085,-73.891595027492,403.0,25.0,28900.0,4029808.0,4012840065.0,QN28
41286915,PIZZA HUT,Bronx,2829,EDSON AVENUE,10469.0,7183200126,Pizza,05/17/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,25.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.869371269613,-73.833682225274,212.0,12.0,46202.0,2062769.0,2048000018.0,BX13
50044855,MIGHTY QUINN'S BBQ,Manhattan,1492,2ND AVE,10075.0,6464845697,Barbecue,01/17/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,17.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.772459154985,-73.95567875031101,108.0,5.0,13400.0,1045227.0,1014520051.0,MN31
50093565,AVE COFFEE HOUSE,Queens,4501,GREENPOINT AVE,11104.0,3477384276,Café/Coffee/Tea,06/17/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9.0,A,06/17/2019,09/18/2019,Pre-permit (Operational) / Initial Inspection,40.741882258727,-73.919774204907,402.0,26.0,18300.0,4001953.0,4001640001.0,QN31
41628418,KFC,Brooklyn,1556,MYRTLE AVENUE,11237.0,7183819175,Chicken,04/01/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,5.0,A,04/01/2019,09/18/2019,Cycle Inspection / Re-inspection,40.699491345083,-73.911357508389,304.0,37.0,43900.0,3076500.0,3033450032.0,BK77
50010943,AMERICAN TURNERS NEW YORK,Bronx,748,CLARENCE AVE,10465.0,7188294200,Armenian,02/28/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,13.0,A,02/28/2019,09/18/2019,Cycle Inspection / Initial Inspection,40.830390547189005,-73.815726689047,210.0,13.0,16000.0,2078262.0,2054810065.0,BX52
50046623,COLD STONE CREAMERY,Brooklyn,139,FLATBUSH AVE,11217.0,7187892903,"Ice Cream, Gelato, Yogurt, Ices",10/24/2018,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,28.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.684429939379,-73.97772451861,302.0,35.0,3500.0,3348849.0,3020017501.0,BK68
41086217,MIKES OLYMPIC GRILL,Staten Island,1637,FOREST AVENUE,10302.0,7184428685,American,10/11/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12.0,A,10/11/2018,09/18/2019,Cycle Inspection / Re-inspection,40.624876843119004,-74.143270480995,501.0,49.0,24700.0,5025215.0,5010650026.0,SI28
50056563,JACKSON'S,Queens,1037,JACKSON AVE,11101.0,3476491721,American,05/04/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12.0,A,05/04/2018,09/18/2019,Cycle Inspection / Re-inspection,40.742301459403,-73.95310419255101,402.0,26.0,700.0,4000227.0,4000410013.0,QN31
40375108,TURKEY'S NEST TAVERN,Brooklyn,94,BEDFORD AVENUE,11249.0,7183849774,American,10/10/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13.0,A,10/10/2018,09/18/2019,Cycle Inspection / Initial Inspection,40.720516956735004,-73.954851215736,301.0,33.0,51700.0,3061540.0,3022900017.0,BK73
40579745,CHICKEN HOLIDAY EXPRESS,Staten Island,3785,VICTORY BOULEVARD,10314.0,7184942442,Chicken,06/21/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,13.0,A,06/21/2017,09/18/2019,Cycle Inspection / Initial Inspection,40.597300191971,-74.181765883807,502.0,50.0,29102.0,5042067.0,5027860029.0,SI05
50017209,THE FAMOUS JIMBO'S HAMBURGER PALACE,Bronx,1977,JEROME AVE,10453.0,3472251415,Hamburgers,04/09/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,11.0,A,04/09/2018,09/18/2019,Cycle Inspection / Initial Inspection,40.852202065040004,-73.90884338692601,205.0,14.0,24300.0,2008406.0,2028630054.0,BX36
